data_format,development_key,status,year_completed,clue_small_area,clue_block,street_address,property_id,property_id_2,property_id_3,property_id_4,property_id_5,floors_above,resi_dwellings,studio_dwe,one_bdrm_dwe,two_bdrm_dwe,three_bdrm_dwe,student_apartments,student_beds,student_accommodation_units,institutional_accom_beds,hotel_rooms,serviced_apartments,hotels_serviced_apartments,hostel_beds,childcare_places,office_flr,retail_flr,industrial_flr,storage_flr,education_flr,hospital_flr,recreation_flr,publicdispaly_flr,community_flr,car_spaces,bike_spaces,town_planning_application,longitude,latitude,geopoint
Post May 16,X0009406,APPROVED,,West Melbourne (Residential),101,"396-400 Spencer Street, West Melbourne, 3003",108949,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2723,98,0,0,0,0,0,0,0,7,30,TP-2020-549,144.9508615,-37.81114222,"{'lon': 144.9508615, 'lat': -37.81114222}"
Post May 16,X0008014,APPROVED,,Carlton,263,81-89 Bouverie Street CARLTON VIC 3053,101244,,,,,9,0,0,0,0,0,123,139,139,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,32,TP-2017-402/A,144.9614,-37.8046,"{'lon': 144.9614, 'lat': -37.8046}"
Post May 16,X0008606,APPROVED,,Port Melbourne,777,310-324 Ingles Street PORT MELBOURNE VIC 3207,110580,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,500,0,0,0,0,0,0,0,TP-2015-578/A,144.937,-37.8248,"{'lon': 144.937, 'lat': -37.8248}"
Post May 16,X0008608,APPROVED,,Southbank,744,175-187 Sturt Street SOUTHBANK VIC 3006,110617,,,,,17,152,0,61,59,32,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,140,56,TP-2016-596/A,144.9663,-37.8287,"{'lon': 144.9663, 'lat': -37.8287}"
Post May 16,X0008003,APPROVED,,Melbourne (CBD),53,"470 Bourke Street, Melbourne, 3000",101181,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,2131,0,0,0,0,0,50,TP-2019-968,144.9596951,-37.81469626,"{'lon': 144.9596951, 'lat': -37.81469626}"
Post May 16,X0008815,APPROVED,,Melbourne (CBD),74,272-282 Queen Street MELBOURNE VIC 3000,108094,,,,,67,560,0,260,292,8,0,0,0,0,0,0,0,0,0,1328,469,0,0,0,0,0,0,0,127,175,TPM-2014-46/A,144.9598,-37.8121,"{'lon': 144.9598, 'lat': -37.8121}"
Post May 16,X0008417,APPROVED,,Melbourne (CBD),66,"15-21 Heffernan Lane, Melbourne, 3000",104781,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,517,0,0,0,0,0,0,0,0,0,TP-2020-102,144.9665432,-37.81169974,"{'lon': 144.9665432, 'lat': -37.81169974}"
Post May 16,X0007416,APPROVED,,North Melbourne,2385,"103 Boundary Road, North Melbourne, 3051",616849,616882,616891,,,12,94,0,16,57,21,0,0,0,0,0,0,0,0,0,1144,845,0,0,0,0,0,0,0,105,152,TPM-2019-22,144.9392591,-37.7913417,"{'lon': 144.9392591, 'lat': -37.7913417}"
Post May 16,X0006202,APPROVED,,North Melbourne,363,"685 Elizabeth Street, Melbourne, 3000",103254,103255,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16980,928,0,0,0,0,0,0,0,42,157,TPM-2019-5,144.9570695,-37.80230894,"{'lon': 144.9570695, 'lat': -37.80230894}"
Post May 16,X0007425,APPROVED,,Southbank,802,"118 City Road, Southbank, 3006",110384,,,,,100,789,0,191,413,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPMR-2019-24/B,144.9629471,-37.8229282,"{'lon': 144.9629471, 'lat': -37.8229282}"
Post May 16,X0004401,APPROVED,,Southbank,736,127-129 Kavanagh Street SOUTHBANK VIC 3006,110412,110441,,,,43,255,0,69,161,25,0,0,0,0,350,0,350,0,0,0,0,0,0,0,0,0,0,0,181,0,TPMR-2010-28/A,144.9620288,-37.82660041,"{'lon': 144.9620288, 'lat': -37.82660041}"
Post May 16,X0004402,APPROVED,,Southbank,736,127-129 Kavanagh Street SOUTHBANK VIC 3006,110412,110441,,,,24,85,0,17,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPMR-2010-28/A,144.9620288,-37.82660041,"{'lon': 144.9620288, 'lat': -37.82660041}"
Post May 16,X0002608,APPROVED,,Melbourne (CBD),37,7-19 Alfred Place MELBOURNE VIC 3000,100398,,,,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5215,1054,0,0,0,0,0,0,0,0,0,TP-2017-798,144.9699104,-37.81401286,"{'lon': 144.9699104, 'lat': -37.81401286}"
Post May 16,X0006601,APPROVED,,West Melbourne (Residential),438,"42-52 Walsh Street, West Melbourne, 3003",109949,,,,,0,0,0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,TP-2019-399,144.9529221,-37.80813094,"{'lon': 144.9529221, 'lat': -37.80813094}"
Post May 16,X0004603,APPROVED,,Southbank,732,54 Clarke Street SOUTHBANK VIC 3006,110466,110467,,,,25,119,18,6,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,TP-2018-570,144.9591642,-37.82755227,"{'lon': 144.9591642, 'lat': -37.82755227}"
Post May 16,X001562,APPROVED,,Melbourne (CBD),97,58-66 La Trobe Street MELBOURNE VIC 3000,105491,,,,,34,98,0,48,44,6,0,0,0,0,0,35,35,0,0,0,448,0,0,0,0,0,0,0,32,50,TP-2016-858,144.9669434,-37.80829651,"{'lon': 144.9669434, 'lat': -37.80829651}"
Post May 16,X001354,APPROVED,,Kensington,512,28-32 Albermarle Street KENSINGTON VIC 3031,100304,,,,,8,52,0,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,15,TP-2015-1203,144.9336766,-37.79540759,"{'lon': 144.9336766, 'lat': -37.79540759}"
Post May 16,X0004803,APPROVED,,Melbourne (CBD),104,21-23 Anthony Street MELBOURNE VIC 3000,100445,,,,,11,0,0,0,0,0,72,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,TP-2018-668,144.9588155,-37.80905854,"{'lon': 144.9588155, 'lat': -37.80905854}"
Post May 16,X0005001,APPROVED,,North Melbourne,2383,"87-105 Racecourse Road, North Melbourne, 3051",616843,,,,,12,87,0,9,59,19,0,0,0,0,0,0,0,0,0,0,673,0,0,0,0,0,0,0,159,190,TP-2018-770,144.9389291,-37.78983527,"{'lon': 144.9389291, 'lat': -37.78983527}"
Post May 16,X0003804,APPROVED,,Southbank,808,87-89 Queens Bridge Street SOUTHBANK VIC 3006,108049,108048,108047,,,47,610,0,160,336,114,0,0,0,0,188,0,188,0,0,4946,1298,0,0,0,0,0,0,0,285,570,ID-2016-6,144.9609935,-37.82460797,"{'lon': 144.9609935, 'lat': -37.82460797}"
Post May 16,X0001625,APPROVED,,Southbank,729,56-58 Clarendon Street SOUTHBANK VIC 3006,110488,,,,,49,208,0,81,117,10,0,0,0,0,0,126,126,0,0,0,121,0,0,0,0,0,0,0,76,93,TPMR-2016-30/B,144.9571325,-37.82649246,"{'lon': 144.9571325, 'lat': -37.82649246}"
Post May 16,X0002002,APPROVED,,Melbourne (CBD),72,"563 Little Lonsdale Street, MELBOURNE, 3000",106025,,,,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3759,105,0,0,0,0,0,0,0,0,24,TP-2017-457/A,144.9551546,-37.81337096,"{'lon': 144.9551546, 'lat': -37.81337096}"
Post May 16,X0001802,APPROVED,,Melbourne (CBD),43,422-428 Little Collins Street MELBOURNE VIC 3000,105954,,,,,22,0,0,0,0,0,0,0,0,0,238,0,238,0,0,0,229,0,0,0,0,0,0,0,0,12,TP-2017-382/A,144.9603263,-37.81590754,"{'lon': 144.9603263, 'lat': -37.81590754}"
Post May 16,X001349,APPROVED,,Carlton,260,696-708 Elizabeth Street MELBOURNE VIC 3000,103261,,,,,22,80,0,61,19,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,25,TP-2016-240,144.9580698,-37.80210503,"{'lon': 144.9580698, 'lat': -37.80210503}"
Post May 16,X001356,APPROVED,,Docklands,1110,The District Docklands 420-454 Docklands Drive DOCKLANDS VIC 3008,593737,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3793,0,0,0,0,TP-2015-1095,144.9377585,-37.81317308,"{'lon': 144.9377585, 'lat': -37.81317308}"
Post May 16,X0001637,APPROVED,,Parkville,928,11-49 Galada Avenue PARKVILLE VIC 3052,653559,,,,,22,177,0,73,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,204,TPM-2017-6,144.9402265,-37.78154204,"{'lon': 144.9402265, 'lat': -37.78154204}"
Post May 16,X0007420,APPROVED,,Melbourne (CBD),84,"330-344 Little Lonsdale Street, Melbourne, 3000",108093,106037,,,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9269,836,0,0,0,0,471,0,0,0,127,TP-2019-612,144.9596749,-37.81181162,"{'lon': 144.9596749, 'lat': -37.81181162}"
Post May 16,X000964,UNDER CONSTRUCTION,,Parkville,927,63 Manningham Street PARKVILLE VIC 3052,106392,,,,,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,TP-2014-445/B,144.941666,-37.78659441,"{'lon': 144.941666, 'lat': -37.78659441}"
Post May 16,X001544,UNDER CONSTRUCTION,,North Melbourne,353,"68-72 Chapman Street, North Melbourne, 3051",505958,103841,101849,101850,,3,20,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,TP-2016-441,144.9482764,-37.79561099,"{'lon': 144.9482764, 'lat': -37.79561099}"
Post May 16,X0008015,UNDER CONSTRUCTION,,Melbourne (CBD),107,"23-29 Victoria Street, MELBOURNE, 3000",109679,,,,,25,0,0,0,0,0,521,521,521,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,131,TP-2017-461/A,144.9668,-37.8073,"{'lon': 144.9668, 'lat': -37.8073}"
Post May 16,X0001649,UNDER CONSTRUCTION,,West Melbourne (Residential),430,"137 Stanley Street, West Melbourne, 3003",109015,108423,,,,4,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,TP-2017-147,144.9474565,-37.80962821,"{'lon': 144.9474565, 'lat': -37.80962821}"
Post May 16,X0008016,UNDER CONSTRUCTION,,Docklands,1106,681-691 Collins Street DOCKLANDS VIC 3008,620753,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,119,2699,618,0,0,0,0,0,0,159,0,0,TP-2019-1020,144.9528,-37.8205,"{'lon': 144.9528, 'lat': -37.8205}"
Post May 16,X0010006,UNDER CONSTRUCTION,,Docklands,1103,685-691 La Trobe Street DOCKLANDS VIC 3008,589577,,,,,30,328,24,141,141,22,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,2638,0,0,136,421,TPM-2016-5/B,144.9465,-37.815,"{'lon': 144.9465, 'lat': -37.815}"
Post May 16,X0003604,UNDER CONSTRUCTION,,North Melbourne,338,86-108 Laurens Street NORTH MELBOURNE VIC 3051,105502,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18332,458,0,0,0,0,0,0,0,318,178,TPM-2018-9,144.9418759,-37.8029614,"{'lon': 144.9418759, 'lat': -37.8029614}"
Post May 16,X0011203,UNDER CONSTRUCTION,,Melbourne (Remainder),870,"545 St Kilda Road, Melbourne, 3004",108648,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,6400,0,0,0,112,18,TP-2021-357,144.9801471,-37.84633834,"{'lon': 144.9801471, 'lat': -37.84633834}"
Post May 16,X0008019,UNDER CONSTRUCTION,,Melbourne (CBD),47,"124-130 Russell Street, Melbourne, 3000",108589,,,,,15,0,0,0,0,0,0,0,0,0,191,0,191,0,0,0,1250,0,0,0,0,0,0,0,0,12,TP-2020-9,144.9686598,-37.8133077,"{'lon': 144.9686598, 'lat': -37.8133077}"
Post May 16,X0008800,UNDER CONSTRUCTION,,Docklands,1112,731-739 Flinders Street DOCKLANDS VIC 3008,103983,,,,,20,130,0,0,0,0,0,0,0,0,283,0,283,0,0,0,605,0,0,0,0,1012,0,0,192,0,TPD-2012-32/B,144.9506,-37.8229,"{'lon': 144.9506, 'lat': -37.8229}"
Post May 16,X0011204,UNDER CONSTRUCTION,,East Melbourne,621,"372-376 Albert Street, East Melbourne, 3002",100353,,,,,10,23,0,0,10,13,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,47,27,TP-2020-346/B,144.9787,-37.8096,"{'lon': 144.9787, 'lat': -37.8096}"
Post May 16,X0008020,UNDER CONSTRUCTION,,West Melbourne (Residential),420,"550-558 Spencer Street, West Melbourne, 3003",108934,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3637,250,0,0,0,0,0,0,0,46,60,TP-2020-12,144.9479085,-37.80733728,"{'lon': 144.9479085, 'lat': -37.80733728}"
Post May 16,X001176,UNDER CONSTRUCTION,,North Melbourne,317,5-15 Shiel Street NORTH MELBOURNE VIC 3051,108697,,,,,8,69,0,27,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,44,TP-2014-1068,144.943691,-37.79801261,"{'lon': 144.943691, 'lat': -37.79801261}"
Post May 16,X0013601,UNDER CONSTRUCTION,,Docklands,131,7-23 Spencer Street DOCKLANDS VIC 3008,103975,,,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44753,1121,0,0,0,0,0,0,0,56,0,TPMR-2014-35/E,144.9548,-37.822,"{'lon': 144.9548, 'lat': -37.822}"
Post May 16,X0011005,UNDER CONSTRUCTION,,Kensington,2545,"86-96 Stubbs Street, Kensington, 3031",615433,,,,,8,199,32,25,123,19,0,0,0,0,0,0,0,0,0,1415,131,0,0,0,0,0,0,286,96,366,TPM-2021-9,144.934955,-37.79248256,"{'lon': 144.934955, 'lat': -37.79248256}"
Post May 16,X0007602,UNDER CONSTRUCTION,,Carlton,255,"121-131 Cardigan Street, Carlton, 3053",101604,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,11392,0,0,0,0,33,48,TP-2019-787,144.964453,-37.80363215,"{'lon': 144.964453, 'lat': -37.80363215}"
Post May 16,X0005620,UNDER CONSTRUCTION,,North Melbourne,341,"687 Queensberry Street, North Melbourne, 3051",107944,,,,,4,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,TP-2018-1171,144.9442887,-37.80274187,"{'lon': 144.9442887, 'lat': -37.80274187}"
Post May 16,X0011603,UNDER CONSTRUCTION,,Melbourne (CBD),46,"235-251 Bourke Street, Melbourne, 3000",101137,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4840,0,0,0,0,0,0,0,25,230,TP-2021-568,144.966619,-37.81373805,"{'lon': 144.966619, 'lat': -37.81373805}"
Post May 16,X0010000,UNDER CONSTRUCTION,,Carlton,257,"132-138 Leicester Street, Carlton, 3053",105522,,,,,14,0,0,0,0,0,334,356,356,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,114,TP-2020-709,144.9609861,-37.80298579,"{'lon': 144.9609861, 'lat': -37.80298579}"
Post May 16,X0011602,UNDER CONSTRUCTION,,Melbourne (CBD),25,"226-232 Flinders Lane, Melbourne, 3000",103965,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356,621,0,0,0,0,0,0,0,0,0,TP-2021-549,144.9663938,-37.81640548,"{'lon': 144.9663938, 'lat': -37.81640548}"
Post May 16,X001289,UNDER CONSTRUCTION,,Southbank,736,93-119 Kavanagh Street SOUTHBANK VIC 3006,706731,110408,,,,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49600,0,0,0,0,0,0,0,0,116,0,TPM-2015-18,144.9635897,-37.82570384,"{'lon': 144.9635897, 'lat': -37.82570384}"
Post Oct 22,X0014013,UNDER CONSTRUCTION,,Docklands,1108,Victoria Harbour Precinct 938 Collins Street DOCKLANDS VIC 3008,106983,,,,,29,341,0,111,178,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,122,TPM-2018-14/A,144.9367403,-37.81977616,"{'lon': 144.9367403, 'lat': -37.81977616}"
Pre May 16,X000479,COMPLETED,2006,North Melbourne,342,191-201 Abbotsford Street NORTH MELBOURNE VIC 3051,100023,,,,,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9450298,-37.80282184,"{'lon': 144.9450298, 'lat': -37.80282184}"
Pre May 16,X000459,COMPLETED,2005,North Melbourne,333,218-224 Abbotsford Street NORTH MELBOURNE VIC 3051,100119,,,,,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9459475,-37.80204879,"{'lon': 144.9459475, 'lat': -37.80204879}"
Pre May 16,X000573,COMPLETED,2013,West Melbourne (Residential),414,56-62 Abbotsford Street WEST MELBOURNE VIC 3003,100144,,,,,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9447186,-37.80679128,"{'lon': 144.9447186, 'lat': -37.80679128}"
Pre May 16,X000563,COMPLETED,2014,West Melbourne (Residential),409,1-9 Stawell Street WEST MELBOURNE VIC 3003,100441,,,,,3,28,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,144.9420962,-37.80607242,"{'lon': 144.9420962, 'lat': -37.80607242}"
Pre May 16,X000997,COMPLETED,2007,North Melbourne,1012,229-235 Arden Street NORTH MELBOURNE VIC 3051,100556,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,144.9392856,-37.80037382,"{'lon': 144.9392856, 'lat': -37.80037382}"
Pre May 16,X000394,COMPLETED,2002,Carlton,257,16-18 Barkly Place CARLTON VIC 3053,100734,,,,,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9614195,-37.80320056,"{'lon': 144.9614195, 'lat': -37.80320056}"
Pre May 16,X000706,COMPLETED,2015,Melbourne (Remainder),659,Melbourne Park 200 Batman Avenue MELBOURNE VIC 3004,100847,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,144.9790068,-37.82129682,"{'lon': 144.9790068, 'lat': -37.82129682}"
Pre May 16,X000617,COMPLETED,2009,West Melbourne (Residential),444,115-129 Batman Street WEST MELBOURNE VIC 3003,100853,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,0,0,0,0,0,0,0,0,0,0,0,144.9493029,-37.8116145,"{'lon': 144.9493029, 'lat': -37.8116145}"
Pre May 16,X000229,COMPLETED,2010,Melbourne (CBD),87,10-14 Bennetts Lane MELBOURNE VIC 3000,101028,,,,,14,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.967921,-37.80905204,"{'lon': 144.967921, 'lat': -37.80905204}"
Pre May 16,X000362,COMPLETED,2006,Carlton,239,223 Berkeley Street MELBOURNE VIC 3000,101049,,,,,8,0,0,0,0,0,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9584344,-37.80027561,"{'lon': 144.9584344, 'lat': -37.80027561}"
Pre May 16,X000106,COMPLETED,2007,Melbourne (CBD),45,Centrepoint Mall 283-297 Bourke Street MELBOURNE VIC 3000,101140,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,0,0,0,0,0,0,0,0,0,0,144.9652244,-37.81420896,"{'lon': 144.9652244, 'lat': -37.81420896}"
Pre May 16,X000102,COMPLETED,2005,Melbourne (CBD),44,359-385 Bourke Street MELBOURNE VIC 3000,101146,,,,,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,144.9629215,-37.81492946,"{'lon': 144.9629215, 'lat': -37.81492946}"
Pre May 16,X000095,COMPLETED,2005,Melbourne (CBD),43,RACV Building 483-501 Bourke Street MELBOURNE VIC 3000,101154,,,,,18,0,0,0,0,0,0,0,0,0,112,0,112,0,0,11330,725,0,0,0,0,0,0,0,0,0,0,144.9595846,-37.81588557,"{'lon': 144.9595846, 'lat': -37.81588557}"
Pre May 16,X000094,COMPLETED,2012,Melbourne (CBD),42,527-555 Bourke Street MELBOURNE VIC 3000,101155,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20443,2055,0,0,0,0,0,0,0,300,0,0,144.9578145,-37.81636454,"{'lon': 144.9578145, 'lat': -37.81636454}"
Pre May 16,X000425,COMPLETED,2012,Carlton,265,51 Cardigan Street CARLTON VIC 3053,101578,,,,,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9642508,-37.80552905,"{'lon': 144.9642508, 'lat': -37.80552905}"
Pre May 16,X000490,COMPLETED,2014,North Melbourne,353,76-78 Chapman Street NORTH MELBOURNE VIC 3051,101848,,,,,3,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9478971,-37.79531399,"{'lon': 144.9478971, 'lat': -37.79531399}"
Pre May 16,X000594,COMPLETED,2003,West Melbourne (Residential),432,30-44 Chetwynd Street WEST MELBOURNE VIC 3003,101966,,,,,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,144.9523847,-37.80708219,"{'lon': 144.9523847, 'lat': -37.80708219}"
Pre May 16,X000058,COMPLETED,2007,Melbourne (CBD),25,271-285 Collins Street MELBOURNE VIC 3000,102086,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,144.9649787,-37.81654626,"{'lon': 144.9649787, 'lat': -37.81654626}"
Pre May 16,X000067,COMPLETED,2003,Melbourne (CBD),31,McPherson's Building 546-566 Collins Street MELBOURNE VIC 3000,102113,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,1400,0,0,0,0,0,0,0,0,0,0,144.9558442,-37.81824449,"{'lon': 144.9558442, 'lat': -37.81824449}"
Pre May 16,X000083,COMPLETED,2011,Melbourne (CBD),35,258-274 Collins Street MELBOURNE VIC 3000,102143,,,,,13,0,0,0,0,0,0,0,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9648904,-37.81537999,"{'lon': 144.9648904, 'lat': -37.81537999}"
Pre May 16,X001141,COMPLETED,2009,West Melbourne (Industrial),1111,25 Enterprize Road WEST MELBOURNE VIC 3003,102179,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,13500,0,0,0,0,0,0,0,0,144.9293874,-37.81616148,"{'lon': 144.9293874, 'lat': -37.81616148}"
Pre May 16,X000116,COMPLETED,2011,Melbourne (CBD),47,20-26 Coromandel Place MELBOURNE VIC 3000,102197,,,,,16,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,144.9692548,-37.81302783,"{'lon': 144.9692548, 'lat': -37.81302783}"
Pre May 16,X000516,COMPLETED,2012,North Melbourne,367,La Trobe Close 13-39 Courtney Street NORTH MELBOURNE VIC 3051,102203,,,,,7,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,144.9535114,-37.8022174,"{'lon': 144.9535114, 'lat': -37.8022174}"
Pre May 16,X000488,COMPLETED,2015,North Melbourne,347,90-98 Curzon Street NORTH MELBOURNE VIC 3051,102370,,,,,3,16,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9486062,-37.80180468,"{'lon': 144.9486062, 'lat': -37.80180468}"
Pre May 16,X000946,COMPLETED,2003,South Yarra,861,143-151 Domain Road SOUTH YARRA VIC 3141,102499,,,,,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9810994,-37.83420325,"{'lon': 144.9810994, 'lat': -37.83420325}"
Pre May 16,X000604,COMPLETED,2005,West Melbourne (Residential),440,104-128 Dudley Street WEST MELBOURNE VIC 3003,102960,,,,,10,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9512713,-37.8092538,"{'lon': 144.9512713, 'lat': -37.8092538}"
Pre May 16,X000624,COMPLETED,2012,West Melbourne (Industrial),501,442-452 Dynon Road WEST MELBOURNE VIC 3003,102997,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,0,0,0,0,0,0,0,0,0,144.9130748,-37.80083691,"{'lon': 144.9130748, 'lat': -37.80083691}"
Pre May 16,X000643,COMPLETED,2004,Kensington,513,457-469 Macaulay Road KENSINGTON VIC 3031,103033,,,,,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9315297,-37.79485049,"{'lon': 144.9315297, 'lat': -37.79485049}"
Pre May 16,X000079,COMPLETED,2007,Melbourne (CBD),34,97-103 Elizabeth Street MELBOURNE VIC 3000,103176,,,,,8,0,0,0,0,0,0,0,0,0,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9634959,-37.81591904,"{'lon': 144.9634959, 'lat': -37.81591904}"
Pre May 16,X000253,COMPLETED,2014,Melbourne (CBD),94,284-294 La Trobe Street MELBOURNE VIC 3000,103216,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,144.9608496,-37.81001419,"{'lon': 144.9608496, 'lat': -37.81001419}"
Pre May 16,X000257,COMPLETED,2009,Melbourne (CBD),94,399-411 Elizabeth Street MELBOURNE VIC 3000,103218,,,,,5,34,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9606404,-37.80955762,"{'lon': 144.9606404, 'lat': -37.80955762}"
Pre May 16,X000405,COMPLETED,2009,Carlton,261,536-542 Elizabeth Street MELBOURNE VIC 3000,103287,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,144.9596983,-37.80545065,"{'lon': 144.9596983, 'lat': -37.80545065}"
Pre May 16,X000161,COMPLETED,2003,Melbourne (CBD),65,222-260 Elizabeth Street MELBOURNE VIC 3000,103312,,,,,21,225,0,0,0,0,0,0,0,0,0,135,135,0,0,0,2103,0,0,0,0,0,0,0,0,0,0,144.9628825,-37.81270208,"{'lon': 144.9628825, 'lat': -37.81270208}"
Pre May 16,X000556,COMPLETED,2011,North Melbourne,379,North Melbourne Primary School 200-214 Errol Street NORTH MELBOURNE VIC 3051,103480,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,144.9515714,-37.79832324,"{'lon': 144.9515714, 'lat': -37.79832324}"
Pre May 16,X000112,COMPLETED,2006,Melbourne (CBD),47,113-149 Exhibition Street MELBOURNE VIC 3000,103597,,,,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76354,535,0,0,0,0,0,0,0,0,0,0,144.9701094,-37.81281423,"{'lon': 144.9701094, 'lat': -37.81281423}"
