data_format,development_key,status,year_completed,clue_small_area,clue_block,street_address,property_id,property_id_2,property_id_3,property_id_4,property_id_5,floors_above,resi_dwellings,studio_dwe,one_bdrm_dwe,two_bdrm_dwe,three_bdrm_dwe,student_apartments,student_beds,student_accommodation_units,institutional_accom_beds,hotel_rooms,serviced_apartments,hotels_serviced_apartments,hostel_beds,childcare_places,office_flr,retail_flr,industrial_flr,storage_flr,education_flr,hospital_flr,recreation_flr,publicdispaly_flr,community_flr,car_spaces,bike_spaces,town_planning_application,longitude,latitude,geopoint
Pre May 16,X000384,COMPLETED,2005,Carlton,255,522-536 Swanston Street CARLTON VIC 3053,594107,,,,,10,0,0,0,0,0,201,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9636398,-37.80430718,"{'lon': 144.9636398, 'lat': -37.80430718}"
Pre May 16,X000669,COMPLETED,2006,Kensington,520,84-102 Altona Street KENSINGTON VIC 3031,597180,,,,,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9256686,-37.79662813,"{'lon': 144.9256686, 'lat': -37.79662813}"
Pre May 16,X001059,COMPLETED,2006,Docklands,1107,Kangan TAFE 2-48 Harbour Esplanade DOCKLANDS VIC 3008,602858,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5616,0,0,0,0,0,0,0,144.9486115,-37.82202187,"{'lon': 144.9486115, 'lat': -37.82202187}"
Pre May 16,X001060,COMPLETED,2011,Docklands,1107,Kangan TAFE 2-48 Harbour Esplanade DOCKLANDS VIC 3008,602858,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,144.9486115,-37.82202187,"{'lon': 144.9486115, 'lat': -37.82202187}"
Pre May 16,X000042,COMPLETED,2005,Melbourne (CBD),21,607-623 Collins Street MELBOURNE VIC 3000,606461,,,,,6,0,0,0,0,0,0,0,0,0,145,45,190,0,0,0,126,0,0,0,0,0,0,0,0,0,0,144.9546898,-37.8192929,"{'lon': 144.9546898, 'lat': -37.8192929}"
Pre May 16,X000972,COMPLETED,2006,Parkville,928,2 Galada Avenue PARKVILLE VIC 3052,606553,,,,,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9416584,-37.78179377,"{'lon': 144.9416584, 'lat': -37.78179377}"
Pre May 16,X000480,COMPLETED,2006,North Melbourne,342,187 Abbotsford Street NORTH MELBOURNE VIC 3051,608171,,,,,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9451656,-37.80304719,"{'lon': 144.9451656, 'lat': -37.80304719}"
Pre May 16,X000464,COMPLETED,2009,North Melbourne,335,Dryburgh Corporate Suites 204-210 Dryburgh Street NORTH MELBOURNE VIC 3051,608207,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655,23,0,0,0,0,0,0,0,0,0,0,144.9440644,-37.80156916,"{'lon': 144.9440644, 'lat': -37.80156916}"
Pre May 16,X000984,COMPLETED,2006,Parkville,928,181 Oak Street PARKVILLE VIC 3052,608377,,,,,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9424779,-37.77749902,"{'lon': 144.9424779, 'lat': -37.77749902}"
Pre May 16,X000970,COMPLETED,2006,Parkville,928,23 Strickland Road PARKVILLE VIC 3052,608403,,,,,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.941665,-37.77739398,"{'lon': 144.941665, 'lat': -37.77739398}"
Pre May 16,X000976,COMPLETED,2006,Parkville,928,39 Strickland Road PARKVILLE VIC 3052,608634,,,,,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9409554,-37.77699195,"{'lon': 144.9409554, 'lat': -37.77699195}"
Pre May 16,X001050,COMPLETED,2008,Docklands,1105,Lion 737-743 Bourke Street DOCKLANDS VIC 3008,609487,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,1500,0,0,0,0,0,0,0,0,0,0,144.9490628,-37.81920605,"{'lon': 144.9490628, 'lat': -37.81920605}"
Pre May 16,X001048,COMPLETED,2010,Docklands,1105,731-735 Bourke Street DOCKLANDS VIC 3008,609488,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9545,1006,0,0,0,0,0,0,0,0,0,0,144.9498282,-37.81922001,"{'lon': 144.9498282, 'lat': -37.81922001}"
Pre May 16,X000966,COMPLETED,2006,Parkville,928,110-116 Parkville Avenue PARKVILLE VIC 3052,610491,,,,,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9425298,-37.77632963,"{'lon': 144.9425298, 'lat': -37.77632963}"
Pre May 16,X000969,COMPLETED,2007,Parkville,928,169-173 Oak Street PARKVILLE VIC 3052,610493,,,,,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9424916,-37.77782876,"{'lon': 144.9424916, 'lat': -37.77782876}"
Pre May 16,X001065,COMPLETED,2009,Docklands,1108,ANZ 791-833 Collins Street DOCKLANDS VIC 3008,611367,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83550,3436,0,0,0,0,0,0,0,0,0,0,144.9456372,-37.82204736,"{'lon': 144.9456372, 'lat': -37.82204736}"
Pre May 16,X000822,COMPLETED,2012,Port Melbourne,774,826-846 Lorimer Street PORT MELBOURNE VIC 3207,611376,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,144.9323097,-37.82260306,"{'lon': 144.9323097, 'lat': -37.82260306}"
Pre May 16,X000002,COMPLETED,2009,Melbourne (CBD),1,545-557 Flinders Street MELBOURNE VIC 3000,611394,,,,,16,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,144.9565145,-37.82097941,"{'lon': 144.9565145, 'lat': -37.82097941}"
Pre May 16,X001010,COMPLETED,2007,Docklands,1102,1010 La Trobe Street DOCKLANDS VIC 3008,611576,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15958,0,0,0,0,0,0,0,0,0,0,0,144.9453778,-37.81455321,"{'lon': 144.9453778, 'lat': -37.81455321}"
Pre May 16,X000666,COMPLETED,2008,Kensington,520,76-78 Altona Street KENSINGTON VIC 3031,612647,,,,,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9259483,-37.7971386,"{'lon': 144.9259483, 'lat': -37.7971386}"
Pre May 16,X001061,COMPLETED,2009,Docklands,1108,The Montage 1 Encounter Way DOCKLANDS VIC 3008,613251,,,,,12,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9457841,-37.82038364,"{'lon': 144.9457841, 'lat': -37.82038364}"
Pre May 16,X000883,COMPLETED,2009,Port Melbourne,790,51-65 Wharf Road PORT MELBOURNE VIC 3207,613949,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,3094,0,0,0,0,0,0,0,0,0,144.9088843,-37.82707119,"{'lon': 144.9088843, 'lat': -37.82707119}"
Pre May 16,X001156,COMPLETED,2014,Kensington,2525,98-108 Rankins Road KENSINGTON VIC 3031,614788,,,,,3,26,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9310973,-37.79223338,"{'lon': 144.9310973, 'lat': -37.79223338}"
Pre May 16,X001160,COMPLETED,2011,Kensington,2535,11 Smith Street KENSINGTON VIC 3031,614827,,,,,3,18,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9318382,-37.7912228,"{'lon': 144.9318382, 'lat': -37.7912228}"
Pre May 16,X001155,COMPLETED,2006,North Melbourne,2389,61-89 Melrose Street NORTH MELBOURNE VIC 3051,617538,,,,,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9415845,-37.79356328,"{'lon': 144.9415845, 'lat': -37.79356328}"
Pre May 16,X001150,COMPLETED,2009,North Melbourne,2384,27-31 Racecourse Road NORTH MELBOURNE VIC 3051,617689,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,144.9409608,-37.78974281,"{'lon': 144.9409608, 'lat': -37.78974281}"
Pre May 16,X001162,COMPLETED,2008,Kensington,2540,25-77 Stubbs Street KENSINGTON VIC 3031,617955,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,5200,0,0,0,0,0,0,0,0,0,144.9359191,-37.79107102,"{'lon': 144.9359191, 'lat': -37.79107102}"
Pre May 16,X001136,COMPLETED,2010,Docklands,1110,380-394 Docklands Drive DOCKLANDS VIC 3008,618854,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14046,226,0,0,0,0,0,0,0,0,0,0,144.9411967,-37.81308483,"{'lon': 144.9411967, 'lat': -37.81308483}"
Pre May 16,X000413,COMPLETED,2013,Carlton,264,136-154 Victoria Street CARLTON VIC 3053,619111,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,200,0,0,8000,0,0,0,0,0,0,0,144.962512,-37.80619518,"{'lon': 144.962512, 'lat': -37.80619518}"
Pre May 16,X000703,COMPLETED,2008,East Melbourne,655,Treasury Apartments 33 Cliveden Close EAST MELBOURNE VIC 3002,619141,,,,,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9767049,-37.81712324,"{'lon': 144.9767049, 'lat': -37.81712324}"
Pre May 16,X001145,COMPLETED,2009,North Melbourne,2381,177-187 Boundary Road NORTH MELBOURNE VIC 3051,619509,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6105,0,0,0,0,0,0,0,0,0,0,0,144.9395663,-37.78864444,"{'lon': 144.9395663, 'lat': -37.78864444}"
Pre May 16,X001146,COMPLETED,2011,North Melbourne,2381,177-187 Boundary Road NORTH MELBOURNE VIC 3051,619509,,,,,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9395663,-37.78864444,"{'lon': 144.9395663, 'lat': -37.78864444}"
Pre May 16,X000281,COMPLETED,2012,Melbourne (CBD),103,Pegasus Apartment Hotel 206-216 A'Beckett Street MELBOURNE VIC 3000,621413,,,,,25,2,0,0,0,2,279,0,279,0,0,0,0,0,0,0,50,0,0,0,0,294,0,0,0,0,0,144.9570807,-37.81005923,"{'lon': 144.9570807, 'lat': -37.81005923}"
Pre May 16,X001070,COMPLETED,2013,Docklands,1108,Lifestyle Working 818-838 Collins Street DOCKLANDS VIC 3008,622439,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9917,340,0,0,0,0,0,0,0,0,0,0,144.9450198,-37.82101183,"{'lon': 144.9450198, 'lat': -37.82101183}"
Pre May 16,X000665,COMPLETED,2010,Kensington,520,72-84 Ormond Street KENSINGTON VIC 3031,624168,,,,,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9281597,-37.79758981,"{'lon': 144.9281597, 'lat': -37.79758981}"
Pre May 16,X001154,COMPLETED,2011,North Melbourne,2389,32A Mark Street NORTH MELBOURNE VIC 3051,624189,,,,,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9406684,-37.79368238,"{'lon': 144.9406684, 'lat': -37.79368238}"
Pre May 16,X001106,COMPLETED,2011,Docklands,1109,2-28 Leven Avenue DOCKLANDS VIC 3008,626355,,,,,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9374274,-37.81543651,"{'lon': 144.9374274, 'lat': -37.81543651}"
Pre May 16,X000349,COMPLETED,2011,Carlton,212,518-538 Drummond Street CARLTON VIC 3053,627567,,,,,7,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9701474,-37.79297916,"{'lon': 144.9701474, 'lat': -37.79297916}"
Pre May 16,X001109,COMPLETED,2014,Docklands,1109,231-245 Harbour Esplanade DOCKLANDS VIC 3008,627659,,,,,33,248,0,0,0,0,0,0,0,0,0,96,96,0,0,0,962,0,0,0,0,780,0,0,535,0,0,144.943,-37.81356166,"{'lon': 144.943, 'lat': -37.81356166}"
Pre May 16,X000447,COMPLETED,2012,North Melbourne,310,34-40 Straker Street NORTH MELBOURNE VIC 3051,628744,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0,0,144.9374758,-37.79655262,"{'lon': 144.9374758, 'lat': -37.79655262}"
Pre May 16,X000646,COMPLETED,2011,Kensington,520,16-40 Derby Street KENSINGTON VIC 3031,631886,,,,,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9268827,-37.79588299,"{'lon': 144.9268827, 'lat': -37.79588299}"
Pre May 16,X000647,COMPLETED,2012,Kensington,520,28-38 Clifford Terrace KENSINGTON VIC 3031,632507,,,,,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9265766,-37.7959731,"{'lon': 144.9265766, 'lat': -37.7959731}"
Pre May 16,X000348,COMPLETED,2014,Carlton,212,515-545 Rathdowne Street CARLTON VIC 3053,632536,,,,,0,112,0,44,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9709208,-37.79299502,"{'lon': 144.9709208, 'lat': -37.79299502}"
Pre May 16,X000772,COMPLETED,2014,Docklands,773,118-122 Lorimer Street DOCKLANDS VIC 3008,632854,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,9,0,0,144.9406394,-37.8230168,"{'lon': 144.9406394, 'lat': -37.8230168}"
Pre May 16,X001103,COMPLETED,2011,Docklands,1109,136 Newquay Promenade DOCKLANDS VIC 3008,632894,,,,,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9375459,-37.81635193,"{'lon': 144.9375459, 'lat': -37.81635193}"
Pre May 16,X000127,COMPLETED,2008,Melbourne (CBD),52,CBW Melbourne 147-185 William Street MELBOURNE VIC 3000,636824,,,,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,907,0,0,0,0,517,0,0,0,0,0,144.9573905,-37.81532021,"{'lon': 144.9573905, 'lat': -37.81532021}"
Pre May 16,X000128,COMPLETED,2009,Melbourne (CBD),52,CBW Melbourne 147-185 William Street MELBOURNE VIC 3000,636824,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24500,2750,0,0,0,0,0,0,0,0,0,0,144.9573905,-37.81532021,"{'lon': 144.9573905, 'lat': -37.81532021}"
Pre May 16,X000812,COMPLETED,2012,Docklands,773,66 South Wharf Drive DOCKLANDS VIC 3008,637395,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9370905,-37.8221519,"{'lon': 144.9370905, 'lat': -37.8221519}"
Pre May 16,X000804,COMPLETED,2012,Docklands,773,57 South Wharf Drive DOCKLANDS VIC 3008,637399,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.937097,-37.82253666,"{'lon': 144.937097, 'lat': -37.82253666}"
Pre May 16,X000807,COMPLETED,2012,Docklands,773,61 South Wharf Drive DOCKLANDS VIC 3008,637401,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9369463,-37.82250245,"{'lon': 144.9369463, 'lat': -37.82250245}"
Pre May 16,X000809,COMPLETED,2012,Docklands,773,63 South Wharf Drive DOCKLANDS VIC 3008,637402,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9368709,-37.82248535,"{'lon': 144.9368709, 'lat': -37.82248535}"
Pre May 16,X000816,COMPLETED,2012,Docklands,773,8 Riggers Place DOCKLANDS VIC 3008,637404,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9367182,-37.82245429,"{'lon': 144.9367182, 'lat': -37.82245429}"
Pre May 16,X000782,COMPLETED,2012,Docklands,773,152 Lorimer Street DOCKLANDS VIC 3008,637408,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9369691,-37.82275878,"{'lon': 144.9369691, 'lat': -37.82275878}"
Pre May 16,X000781,COMPLETED,2012,Docklands,773,150 Lorimer Street DOCKLANDS VIC 3008,637409,,,,,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9370762,-37.8227831,"{'lon': 144.9370762, 'lat': -37.8227831}"
Pre May 16,X000792,COMPLETED,2012,Docklands,773,22 South Wharf Drive DOCKLANDS VIC 3008,637414,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9400142,-37.82281555,"{'lon': 144.9400142, 'lat': -37.82281555}"
Pre May 16,X000800,COMPLETED,2012,Docklands,773,30 South Wharf Drive DOCKLANDS VIC 3008,637418,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.939572,-37.82271517,"{'lon': 144.939572, 'lat': -37.82271517}"
Pre May 16,X000791,COMPLETED,2012,Docklands,773,21 South Wharf Drive DOCKLANDS VIC 3008,637419,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9398742,-37.82314222,"{'lon': 144.9398742, 'lat': -37.82314222}"
Pre May 16,X000797,COMPLETED,2012,Docklands,773,27 South Wharf Drive DOCKLANDS VIC 3008,637422,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9396463,-37.82309049,"{'lon': 144.9396463, 'lat': -37.82309049}"
Pre May 16,X000799,COMPLETED,2012,Docklands,773,29 South Wharf Drive DOCKLANDS VIC 3008,637423,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9395709,-37.82307338,"{'lon': 144.9395709, 'lat': -37.82307338}"
Pre May 16,X000802,COMPLETED,2012,Docklands,773,33 South Wharf Drive DOCKLANDS VIC 3008,637425,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9394183,-37.82303875,"{'lon': 144.9394183, 'lat': -37.82303875}"
Pre May 16,X000777,COMPLETED,2012,Docklands,773,130 Lorimer Street DOCKLANDS VIC 3008,637427,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9394639,-37.82327635,"{'lon': 144.9394639, 'lat': -37.82327635}"
Pre May 16,X000774,COMPLETED,2012,Docklands,773,124 Lorimer Street DOCKLANDS VIC 3008,637430,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9397842,-37.82334904,"{'lon': 144.9397842, 'lat': -37.82334904}"
Pre May 16,X000860,COMPLETED,2015,Port Melbourne,787,28-30 Cook Street PORT MELBOURNE VIC 3207,640578,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9151717,-37.83138054,"{'lon': 144.9151717, 'lat': -37.83138054}"
Pre May 16,X000857,COMPLETED,2014,Port Melbourne,787,20-22 Cook Street PORT MELBOURNE VIC 3207,640582,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,0,0,665,0,0,0,0,0,31,8,0,144.9144411,-37.83185425,"{'lon': 144.9144411, 'lat': -37.83185425}"
Pre May 16,X000856,COMPLETED,2015,Port Melbourne,787,12-18 Cook Street PORT MELBOURNE VIC 3207,640583,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,0,0,0,0,0,0,0,144.9139679,-37.83210423,"{'lon': 144.9139679, 'lat': -37.83210423}"
Pre May 16,X000422,COMPLETED,2014,Carlton,264,539-555 Swanston Street CARLTON VIC 3053,644815,,,,,32,536,0,108,428,0,0,0,0,0,0,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,0,0,144.9625206,-37.80570233,"{'lon': 144.9625206, 'lat': -37.80570233}"
Post May 16,X001207,COMPLETED,2016,Carlton,204,377-391 Cardigan Street CARLTON VIC 3053,101613,,,,,5,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2014-1011,144.9657543,-37.7972554,"{'lon': 144.9657543, 'lat': -37.7972554}"
Post May 16,X000358,COMPLETED,2015,Carlton,225,138-150 Rathdowne Street CARLTON VIC 3053,108239,,,,,3,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,253,0,0,0,4,TP-2013-77,144.9710396,-37.79604573,"{'lon': 144.9710396, 'lat': -37.79604573}"
Post May 16,X000612,COMPLETED,2016,West Melbourne (Residential),443,DUO Apartments 423-435 Spencer Street WEST MELBOURNE VIC 3003,108850,,,,,17,89,0,72,17,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,TP-2011-479/A,144.9498933,-37.81054998,"{'lon': 144.9498933, 'lat': -37.81054998}"
Post May 16,X000466,COMPLETED,2016,North Melbourne,335,228-232 Dryburgh Street NORTH MELBOURNE VIC 3051,601883,,,,,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2012-234,144.9441395,-37.80115491,"{'lon': 144.9441395, 'lat': -37.80115491}"
Post May 16,X000865,COMPLETED,2016,Port Melbourne,787,46-62 Cook Street PORT MELBOURNE VIC 3207,640573,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,670,0,0,51,0,TP-2011-281/B,144.9171036,-37.82989682,"{'lon': 144.9171036, 'lat': -37.82989682}"
Post May 16,X000938,COMPLETED,2016,Southbank,815,248-254 City Road SOUTHBANK VIC 3006,110387,,,,,32,228,0,93,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,107,TP-2009-724/B,144.9596337,-37.82567805,"{'lon': 144.9596337, 'lat': -37.82567805}"
Post May 16,X001522,COMPLETED,2016,Parkville,928,65-79 Galada Avenue PARKVILLE VIC 3052,612700,,,,,5,57,0,25,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,105,TPM-2012-39,144.9391073,-37.77956819,"{'lon': 144.9391073, 'lat': -37.77956819}"
Post May 16,X000515,COMPLETED,2016,North Melbourne,366,366-392 Queensberry Street NORTH MELBOURNE VIC 3051,102201,,,,,4,35,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,TP-2012-315/A,144.9550184,-37.80326652,"{'lon': 144.9550184, 'lat': -37.80326652}"
Post May 16,X001517,COMPLETED,2016,North Melbourne,366,366-392 Queensberry Street NORTH MELBOURNE VIC 3051,102201,,,,,4,34,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2012-315/A,144.9550184,-37.80326652,"{'lon': 144.9550184, 'lat': -37.80326652}"
Post May 16,X001518,COMPLETED,2016,North Melbourne,366,366-392 Queensberry Street NORTH MELBOURNE VIC 3051,102201,,,,,4,34,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2012-315/A,144.9550184,-37.80326652,"{'lon': 144.9550184, 'lat': -37.80326652}"
Post May 16,X000008,COMPLETED,2016,Melbourne (CBD),11,517-537 Flinders Lane MELBOURNE VIC 3000,103957,,,,,3,20,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2014-564/A,144.9566569,-37.81987147,"{'lon': 144.9566569, 'lat': -37.81987147}"
Post May 16,X000108,COMPLETED,2016,Melbourne (CBD),46,QT Melbourne 131-141 Russell Street MELBOURNE VIC 3000,108537,,,,,12,24,0,12,12,0,0,0,0,0,182,0,182,0,0,0,334,0,0,0,0,843,0,0,46,6,TP-2012-1039,144.9678367,-37.81342914,"{'lon': 144.9678367, 'lat': -37.81342914}"
Post May 16,X001521,COMPLETED,2016,Docklands,1108,864-892 Collins Street DOCKLANDS VIC 3008,632511,,,,,16,135,0,76,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPD-2014-20,144.9423243,-37.82058708,"{'lon': 144.9423243, 'lat': -37.82058708}"
Post May 16,X000735,COMPLETED,2016,Southbank,734,Platinum Apartments 43-47 Clarke Street SOUTHBANK VIC 3006,110372,,,,,53,435,0,0,415,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,247,TPM-2009-57,144.9595233,-37.82684001,"{'lon': 144.9595233, 'lat': -37.82684001}"
Post May 16,X000086,COMPLETED,2017,Melbourne (CBD),37,109-119 Little Collins Street MELBOURNE VIC 3000,105914,,,,,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2012-780/A,144.9700268,-37.81354671,"{'lon': 144.9700268, 'lat': -37.81354671}"
Post May 16,X000562,COMPLETED,2017,West Melbourne (Residential),409,14-20 Anderson Street WEST MELBOURNE VIC 3003,100437,100436,,,,7,45,0,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,19,TP-2012-19/C,144.9421667,-37.80568227,"{'lon': 144.9421667, 'lat': -37.80568227}"
Post May 16,X000607,COMPLETED,2017,West Melbourne (Residential),440,130-154 Dudley Street WEST MELBOURNE VIC 3003,102958,679271,679272,679273,,9,80,4,40,36,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,209,121,TPM-2011-40/A,144.9506136,-37.80952166,"{'lon': 144.9506136, 'lat': -37.80952166}"
Post May 16,X000402,COMPLETED,2017,Carlton,260,149-155 Berkeley Street MELBOURNE VIC 3000,103262,,,,,20,150,0,82,68,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,97,0,0,51,121,TP-2014-319/A,144.9582495,-37.80219324,"{'lon': 144.9582495, 'lat': -37.80219324}"
Post May 16,X000224,COMPLETED,2017,Melbourne (CBD),84,La Trobe Tower 323-331 La Trobe Street MELBOURNE VIC 3000,105453,,,,,42,210,0,119,91,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,35,TP-2013-493,144.9597939,-37.81102566,"{'lon': 144.9597939, 'lat': -37.81102566}"
Post May 16,X000270,COMPLETED,2017,Melbourne (CBD),97,36-40 La Trobe Street MELBOURNE VIC 3000,105496,,,,,38,224,0,163,61,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,2,77,TP-2011-471/A,144.9675752,-37.8081292,"{'lon': 144.9675752, 'lat': -37.8081292}"
